GSP,S/S or Busbar Name Node 1,S/S or Busbar Name Node 2,Operating Voltage (kV),Positive Sequence Impedance R % on (100 MVA Base),Positive Sequence Impedance X (% on 100 MVA Base),Susceptance B (% on 100 MVA Base),Rating Information (MVA),Circuit Length (km),Licence Area
Hartmoor,POOL T1,MENSTON T1,33.0,8.708,20.143,0.033,17.147302994931884,5.6978056640000005,Yorkshire
Hartmoor,POOL T2,MENSTON T2,33.0,9.529,21.83,0.153,17.147302994931884,5.703906738,Yorkshire
Bradford West,QUEENSBURY T2,HOLMFIELD T2,33.0,4.903,10.191,0.013,28.007261558388745,3.357472656,Yorkshire
Bradford West,QUEENSBURY T2,THORNTON T2,33.0,5.1,10.898,0.121,28.007261558388745,3.849668701,Yorkshire
Bradford West,SILSDEN T2,BANO-SALF-SILS-TEE2,33.0,25.105,51.198,0.31,25.435166109148962,13.791005859999999,Yorkshire
Bradford West,SKIPTON T1,BOLR-SILS-SKIP-TEE,33.0,10.554,21.631,0.0,15.775518755337332,7.239699707,Yorkshire
Bradford West,SOUTH STREET T2,BINGLEY GT2,33.0,8.361,15.613,0.0,8.345020790866851,6.723373047,Yorkshire
Bradford West,TOLLER LANE T1,GIRLINGTON T1,33.0,1.725,1.381,0.51,25.149377725900095,1.654623779,Yorkshire
Camblesforth,DRAX SGT1,OSGODBY GT1/GT3,132.0,0.685,1.564,5.153,130.54813346808143,7.368,Yorkshire
Drax,GASCOIGNE WOOD,OSGODBY GT2,33.0,17.469,39.66,0.0,32.63703336702036,12.656,Yorkshire
Drax,OLYMPIA MILLS T1,OSGODBY GT3,33.0,0.686976016,1.704916954,0.0,47.89813303250973,1.789,Yorkshire
Drax,OLYMPIA MILLS T2,OSGODBY GT4,33.0,1.789,3.979,0.0,28.578838324886473,1.413900024,Yorkshire
Drax,OSGODBY GT3,STATION ROAD HOWDEN,33.0,18.206,42.832,0.054656,29,12.751,Yorkshire
Drax,OSGODBY GT4,OSGODBY GT2,33.0,0.059280001,0.132469997,0.0,44.297199403574034,0.13,Yorkshire
Drax,SELB-SEST-TEE,SELBY T1,33.0,3.089,6.434,0.067204,29,2.443,Yorkshire
Drax,SELBY T2,OSGODBY GT4,33.0,6.20673418,13.75769901,0.0,25.435166109148962,4.660899902,Yorkshire
Keadby,STATION ROAD HOWDEN,SPALDINGTON AIRFIELD WINDFARM,33.0,2.719,3.966,0.329354,34,3.777,Yorkshire
Drax,STILLINGFLEET,OSGODBY GT1,33.0,18.849045757,43.82178116,0.023,29,13.335182129000001,Yorkshire
Elland,BABR-BRIG-SNEL-TEE,BRIGHOUSE GT2,33.0,2.661,5.167,0.0,25.149377725900095,2.086599609,Yorkshire
Elland,BAILIFF BRIDGE T1,BRIGHOUSE GT1,33.0,3.588,7.251,0.0,21.09118268376622,2.949,Yorkshire
Elland,BATLEY T2,THORNHILL T2,33.0,3.844,5.837,0.0,29.49336115128284,5.341399902,Yorkshire
Elland,DENBY GRANGE T1,LANESIDE COTTAGES LSI,33.0,9.438,17.035,0.0,23.14885904315804,6.069,Yorkshire
Elland,DOWKER STREET T2,LINDLEY T2,33.0,1.419,1.219,0.0,25.149377725900095,1.115932251,Yorkshire
Elland,ELLAND SGT3,SOWERBY BRIDGE GT1,132.0,0.534,1.368,5.036,130.54813346808143,7.412842773,Yorkshire
Elland,ELLAND SGT4,HALIFAX GT2,132.0,0.521000028,1.143000007,2.246999979,131,5.456727051,Yorkshire
Elland,GROVE STREET T1,LINDLEY T1,33.0,5.22,3.4,0.0,19.54792541422235,3.816,Yorkshire
Elland,HAZLEHEAD T1,SCHOLES T1,33.0,5.098,12.145,0.012,31.436722157375122,3.5073896479999997,Yorkshire
Elland,HAZLEHEAD T1,THORNHILL T1,33.0,32.818,75.752,0.069,15.775518755337332,21.12583398,Yorkshire
Elland,HONL-LIND-MELT-TEE,HONLEY T1,33.0,4.303,8.15,0.0,15.775518755337332,2.5557700199999998,Yorkshire
Elland,HORBURY T1,KING EDWARD STREET LSI,33.0,9.157,16.271,0.0,21.09118268376622,5.643291992,Yorkshire
Elland,LOWFIELDS T1,BRIGHOUSE GT1,33.0,3.828,4.134,0.0,30.979460744176937,4.129411133,Yorkshire
Elland,LOWFIELDS T1,ELLAND T1,33.0,1.736,2.177,0.651,28.86462670813534,2.060772461,Yorkshire
Elland,MILLROYD STREET T2,BRIGHOUSE GT2,33.0,1.398,1.151,0.0,19.719398444171667,1.209626221,Yorkshire
Elland,MIRFIELD T1,THORNHILL T1,33.0,3.631,6.326,0.0,25.435166109148962,3.221300049,Yorkshire
Elland,OAKES ROAD T2,LINDLEY T2,33.0,0.282,0.24,0.0,25.149377725900095,0.4331250916,Yorkshire
Elland,PARK ROAD T1,THORNHILL T1,33.0,2.377,2.251,0.0,21.09118268376622,2.408,Yorkshire
Elland,PROSPECT ROAD T2,LINDLEY T2,33.0,1.548,1.032,0.0,24.577800959402367,0.8692788086000001,Yorkshire
Elland,SALTERHEBBLE T2,SOWERBY BRIDGE GT2,33.0,7.778,15.093,0.299,30.293568624379663,5.444847656,Yorkshire
Elland,SCHO-THOR-TEE,HAZL-SCHO-TEE,33.0,8.633,18.948,0.086,28.578838324886473,6.195319336,Yorkshire
Elland,SLAITHWAITE T1,LINDLEY T1,33.0,13.848,31.689,0.0,28.578838324886473,6.43514209,Yorkshire
Elland,THORNHILL-KINGEDWARDSTREETLSI-LANESIDECOTTAGESLSI-TEE,THORNHILL T1,33.0,2.056,2.333,0.0,20.576763593918262,1.935,Yorkshire
Elland,TODMORDEN T1,MYTH-SOWB-TODM-TEE,33.0,15.838,30.307,0.038,15.775518755337332,6.856270996,Yorkshire
Elland,TODMORDEN T2,TODMORDEN MOOR WINDFARM,33.0,7.879,8.509,0.0,30.979460744176937,8.5,Yorkshire
Camblesforth,CROWLE T1,CROW-RAWC-GOOL-TEE,66.0,2.1798295974731445,5.371513843536377,0.0,60.01556048226159,7.419470703125,Yorkshire
Camblesforth,CROW-RAWC-GOOL-TEE,CROW-RAWC-THON-TEE,66.0,1.611911952495575,4.3768556118011475,0.0,71.79004187211481,5.0705,Yorkshire
Camblesforth,CROW-RAWC-THON-TEE,RAWCLIFFE T1,66.0,0.2452555149793625,0.6690425872802734,8.610000077169389e-05,71.79004187211481,1.0774000244140625,Yorkshire
Ferrybridge A,EGGBOROUGH-RAWCLIFFE-TEE,EGGBOROUGH T1,66.0,0.011596001,0.016379999,0.012454,60.01556048226159,0.052,Yorkshire
Ferrybridge A,FERRYA-HUTGREEN-TEE,HUT GREEN,66.0,0.079,0.111,0.085,60.01556048226159,0.353,Yorkshire
Ferrybridge A,FERRYBRIDGE A,FERRYBRIDGE T3,66.0,0.008,0.022,0.0,94.88174,0.084,Yorkshire
Ferrybridge A,FERRYBRIDGE A,FERRYA-HUTGREEN-TEE,66.0,3.215575933,7.659077644,0.0,57.27199200307249,8.834,Yorkshire
Ferrybridge A,FERRYBRIDGE A,FERRYBRIDGE T2,66.0,0.003,0.01,0.0,94.88174,0.037,Yorkshire
Camblesforth,GOOLE T2,CAMBLESFORTH SGT4,66.0,3.190043688,7.59736681,0.50699687,57.27199200307249,9.831,Yorkshire
Ferrybridge A,MONCKTON T1,FERRYBRIDGE A,66.0,8.363,16.287,0.363,46.29771808631608,21.15782617,Yorkshire
Ferrybridge A,MONCKTON T2,GRIMETHORPE T2,66.0,2.33,5.256,1.145,46.29771808631608,6.83975,Yorkshire
Camblesforth,RAWCLIFFE T1,GUARDIAN GLASS T2,66.0,1.3347959518432617,3.196840763092041,9.259999933419749e-05,60.01556048226159,4.013,Yorkshire
Ferrybridge A,SOUTH ELMSALL T2,GRIMETHORPE T1,66.0,2.341822386,4.844542027,0.898880899,46.29771808631608,6.367494141,Yorkshire
West Melton / Thorpe Marsh,THORNE T2,CROW-RAWC-THON-TEE,66.0,2.001854419708252,4.768153190612793,0.0,57.27199200307249,5.49960009765625,Yorkshire
Ferrybridge B,AUDBY LANE T1,AUDL-BRAM-LDRD-TEE,33.0,7.271999836,14.37699986,0.224999994,26.464004288844876,4.369091309000001,Yorkshire
Ferrybridge B,BEAL T1,KIRKHAW LANE T1,33.0,10.7,22.449,0.0,28.064419235038518,8.370599609000001,Yorkshire
Ferrybridge B,BEAL T2,POLLINGTON T1,33.0,17.206,37.624,0.0,28.635996001536245,14.166204100000002,Yorkshire
Ferrybridge B,BRAM-FENT-GASC-TEE,BRAMHAM T2,33.0,6.059907913,13.58730125,0.0,40.92489648123743,13.360875980000001,Yorkshire
Ferrybridge B,BRAMHAM T1,HOOK MOOR WINDFARM,33.0,10.46,28.306,0.522831,34,11.146,Yorkshire
Ferrybridge B,CARR LANE T2,KIRKHAW LANE T2,33.0,6.638999939,12.84599972,0.391000003,28.86462670813534,4.831256348,Yorkshire
Ferrybridge B,DUNK-BRHO-LDRD-TEE,DUNKESWICK T1,33.0,0.027,0.066,0.0,31.436722157375122,0.1388387299,Yorkshire
Ferrybridge B,DUNK-BRHO-LDRD-TEE,LDRD-DUNK-AUDL-TEE,33.0,12.766,30.33,0.091,31.436722157375122,7.700996094,Yorkshire
Ferrybridge B,FENTON LANE T2,FENTONLANE-SHERBURN-TEE,33.0,0.434,0.938,0.0,28.635996001536245,0.41,Yorkshire
Ferrybridge A,FERRYBRIDGE B,KIRKHAW LANE T2,132.0,0.007,0.023,1.079,121.17427449751865,0.197,Yorkshire
Ferrybridge B,KIRKHAW LANE T1,DUKE STREET,33.0,4.698,7.491,0.0,34.866182756361496,6.923879883,Yorkshire
Ferrybridge B,KIRKHAW LANE T2,DUKE STREET,33.0,4.698,7.491,0.0,34.866182756361496,6.923880371,Yorkshire
Ferrybridge B,LDRD-DUNK-AUDL-TEE,LEEDS ROAD T1,33.0,0.039,0.057,0.0,28.5788,0.0589,Yorkshire
Ferrybridge B,NINELANDS LANE T1,WHINMOOR T1,33.0,13.60352993,27.83687401,0.0,14.289419162443236,10.966,Yorkshire
Ferrybridge B,NINELANDS LANE T2,BARWICK T2,33.0,10.18,21.473,0.0,25.720954492397826,7.6662998049999995,Yorkshire
Ferrybridge B,OAKWOOD LANE T1,LEEDS EAST T3,33.0,1.88,1.679,0.639,28.86462670813534,1.998507446,Yorkshire
Ferrybridge B,PREMIER WAY NORTH 2,FEATHERSTONE T2,33.0,2.156666994,3.988512039,0.0,39.43879688834333,3.777,Yorkshire
Ferrybridge B,PRINCE OF WALES T1,FEATHERSTONE T1,33.0,7.836,6.552,0.968,19.719398444171667,6.729838867000001,Yorkshire
Ferrybridge B,ROMAN AVENUE T1,OAKWOOD LANE T2,33.0,4.648,4.108,1.583,26.464004288844876,3.680694092,Yorkshire
Ferrybridge B,RUDGATE LSI,AUDL-BRAM-TADC-TEE,33.0,1.222,2.54,0.0,28.635996001536245,0.84,Yorkshire
Ferrybridge B,SEACROFT T1,WHINMOOR T1,33.0,0.787,0.753,0.313,28.86462670813534,1.0514144289999998,Yorkshire
Ferrybridge B,SEACROFT T2,WHINMOOR T2,33.0,0.631,0.615,0.262,26.464004288844876,0.7677998657,Yorkshire
Ferrybridge B,SLEDMERE GARTH T2,WHINMOOR T2,33.0,1.68,1.423,0.575,28.86462670813534,1.201915405,Yorkshire
Ferrybridge B,SMITH STREET T1,KIRKHAW LANE T1,33.0,5.057211399,4.556581497,0.0,28.578838324886473,5.812983887000001,Yorkshire
Ferrybridge B,WEELAND ROAD T1,KIRKHAW LANE T1,33.0,3.549,6.246,0.264,25.149377725900095,2.780949219,Yorkshire
Ferrybridge B,WELLINGTON STREET T1,FEATHERSTONE T1,33.0,6.021,10.741,0.0,25.720954492397826,4.900300293,Yorkshire
Ferrybridge B,WHINMOOR T1,ROMAN AVENUE T2,33.0,3.988,3.58,1.406,28.86462670813534,3.549775879,Yorkshire
Kirkstall B,ABBEY ROAD T1,KIRKSTALL C GT1,33.0,3.765,3.321,0.0,28.86462670813534,3.470649414,Yorkshire
Kirkstall B,ABBEY ROAD T2,RING ROAD HORSFORTH T2,33.0,0.902240157,1.665516853,0.0,28.578838324886473,1.578199951,Yorkshire
Kirkstall B,BEER-MITS-WAKN-TEE1,BEESTON ROYDS GT1,33.0,3.568,7.845,0.0,28.635996001536245,4.1215,Yorkshire
Kirkstall B,BEER-MITS-WAKN-TEE1,THORPE LANE NO1 LSI,33.0,1.918,3.986,0.0,28.635996001536245,1.318,Yorkshire
Kirkstall B,BEESTON ROYDS T4,BEESTON ROYDS GT3,33.0,0.034,0.076,0.0,44.297199403574034,0.075,Yorkshire
Kirkstall B,BEESTON ROYDS T5,BEESTON ROYDS GT2,33.0,0.05,0.112,0.0,44.297199403574034,0.11,Yorkshire
Kirkstall B,BEESTON ROYDS T7,BEESTON ROYDS GT2,33.0,0.057,0.127,0.0,44.297199403574034,0.125,Yorkshire
Kirkstall B,BURLEY STREET T2,KIRKSTALL C GT5,33.0,0.813,2.047,0.0,44.297199403574034,2.1646879880000003,Yorkshire
Kirkstall B,FARNLEY CRESCENT T2,WHINGATE T2,33.0,1.039999962,1.871999979,0.0,31.436722157375122,1.059471191,Yorkshire
Kirkstall B,HEDLEY CHASE T2,BEESTON ROYDS GT2,33.0,2.561,2.555,0.0,21.09118268376622,2.940583984,Yorkshire
Kirkstall B,IVESON HOUSE T1,RING ROAD HORSFORTH T2,33.0,0.499000013,0.437999994,0.0,26.464004288844876,0.5001577759,Yorkshire
Kirkstall B,KIRKSTALL B SGT2,KIRKSTALL C GT1/GT3,132.0,0.022,0.029,1.754,106.0846478619786,0.4321000061,Yorkshire
Kirkstall B,KIRKSTALL B SGT2,KIRKSTALL C GT5,132.0,0.013,0.038,0.0,140.60788455844144,0.4776000061,Yorkshire
Kirkstall B,KIRKSTALL B SGT4,KIRKSTALL C GT2/GT4,132.0,0.021203529,0.028225441,1.674210429,106.0846478619786,0.41739999390000004,Yorkshire
Kirkstall B,KIRKSTALL C GT1,RING ROAD HORSFORTH T2,33.0,4.175,10.835,0.0,35.895020936057406,4.6451000979999995,Yorkshire
Kirkstall B,MORLEY T1,BEESTON ROYDS GT3,33.0,6.200964928,8.941840172,0.0,24.577800959402367,5.283,Yorkshire
Skelton Grange,OUTWOOD-TINGLEYNO2LSI-THORPELANENO2LSI-TEE,OUTWOOD T2,33.0,6.572,11.084,0.0,23.720435809655772,5.27025,Yorkshire
Kirkstall B,OUTWOOD-TINGLEYNO2LSI-THORPELANENO2LSI-TEE,TINGLEY NO2 LSI,33.0,0.013424999,0.017085001,0.0,30.86514539087739,0.015,Yorkshire
Kirkstall B,RING ROAD HORSFORTH T2,IVESON HOUSE T2,33.0,0.499,0.438,0.0,26.464004288844876,0.6167886353,Yorkshire
Kirkstall B,SULZERS,BEESTON ROYDS GT1,33.0,0.722,1.335,0.0,39.43879688834333,1.264,Yorkshire
Kirkstall B,WHINGATE T1,BRAMLEY T1,33.0,1.635,1.371,0.0,26.464004288844876,1.798062622,Yorkshire
Skelton Grange,WHITEHALL ROAD T4,BEESTON ROYDS GT3,33.0,3.057,3.073,0.006,21.09118268376622,3.281000244,Yorkshire
Skelton Grange,WHITEHALL ROAD T5,BEESTON ROYDS GT3,33.0,2.992,2.99,0.006,20.576763593918262,3.228300049,Yorkshire
Skelton Grange,ARMOURIES DRIVE T2,LOW ROAD T2,33.0,0.417898864,1.195182085,0.0,47.89813303250973,1.340726196,Yorkshire
Skelton Grange,ARMOURIES DRIVE T2,SWEET STREET T2,33.0,0.882,2.28,0.0,47.89813303250973,2.4417006839999997,Yorkshire
Skelton Grange,ARMOURIES DRIVE T3,LOW ROAD T3,33.0,0.417,1.193,0.0,47.89813303250973,1.338675171,Yorkshire
Skelton Grange,ARMOURIES DRIVE T3,WHITEHALL ROAD 2/3 T3,33.0,1.393,3.7,0.0,47.89813303250973,4.0155302729999995,Yorkshire
Kirkstall B,BEESTON ROYDS GT1,SWEET STREET T1,33.0,0.962,2.641,0.0,47.89813303250973,2.9111154790000002,Yorkshire
Kirkstall B,BEESTON ROYDS GT2,WHITEHALL ROAD 2/3 T2,33.0,1.238,3.476,0.0,47.89813303250973,3.868540039,Yorkshire
Skelton Grange,BROOKFIELD STREET T1,LOW ROAD T3,33.0,0.983,1.454,0.0,27.14989640864215,1.689,Yorkshire
Skelton Grange,BURMANTOFTS T2,LEEDS EAST T4,33.0,0.585,1.51,0.059,40.58195042133879,1.695099976,Yorkshire
Skelton Grange,BURNLEYVILLE T1,HECKMONDWIKE T1,33.0,4.062582493,8.240233421,0.0,23.720435809655772,3.524699951,Yorkshire
Skelton Grange,BURNLEYVILLE T2,GILDERSOME T2,33.0,2.204,2.732,0.205,26.464004288844876,5.513597168,Yorkshire
Skelton Grange,BURNLEYVILLE T2,HECKMONDWIKE T2,33.0,2.656,2.067,0.813,25.435166109148962,3.532512451,Yorkshire
Skelton Grange,CLARENCE ROAD T2,BURMANTOFTS T2,33.0,1.433,1.599,0.0,21.09118268376622,1.574425049,Yorkshire
Kirkstall B,CLARENDON ROAD T1,CARLTON HILL T1,33.0,1.637,1.159,0.37,24.86358934265123,1.01964386,Yorkshire
Kirkstall B,CLARENDON ROAD T2,CARLTON HILL T2,33.0,1.657999992,1.174999952,0.375,24.86358934265123,1.521341431,Yorkshire
Kirkstall B,GILDERSOME T2,NAB LANE T2,33.0,1.741,1.934,0.0,30.979460744176937,1.9305,Yorkshire
Skelton Grange,HECK-SARO-WAKB-TEE1,ST ANDREWS ROAD GSP T1,132.0,0.718,2.267,0.885,130.54813346808143,10.47712207,Yorkshire
Skelton Grange,HECK-SARO-WAKB-TEE2,ST ANDREWS ROAD GSP T2,132.0,0.777999997,2.270999908,0.537,130.54813346808143,10.52452441,Yorkshire
Skelton Grange,HILLCREST T2,LEEDS EAST T4,33.0,1.99,1.814,0.671,28.86462670813534,1.798655151,Yorkshire
Skelton Grange,HOLBECK T2,BROOKFIELD STREET T2,33.0,1.725479603,1.46012485,0.0,21.09118268376622,1.813900024,Yorkshire
Skelton Grange,KENMORE ROAD T2,KENR-MILP-WAKN-TEE,33.0,0.776,1.008,0.191,28.578838324886473,1.16556189,Yorkshire
Skelton Grange,KENR-MILP-WAKN-TEE,MILTON PLACE T2,33.0,7.695,15.732,0.142,28.578838324886473,5.465799805,Yorkshire
Skelton Grange,LEASOWE ROAD T1,LOW ROAD T3,33.0,1.358999968,1.080000043,0.40200001,28.007261558388745,0.8401212158,Yorkshire
Skelton Grange,LEEDS EAST TEE,LEEDS NORTH T2,132.0,0.165,0.193,13.394,112.94356905995134,3.164790039,Yorkshire
Neepsend,LEEDS NORTH T1,MOOR ROAD T1,33.0,2.777,2.498,0.971,28.86462670813534,3.0638798830000002,Yorkshire
Skelton Grange,LEEDS NORTH T2,LEYLANDS ROAD T2,33.0,1.434999943,1.828999996,0.430999994,32.294087307121714,2.023288818,Yorkshire
Skelton Grange,LOW MOOR T1,STAYGATE T1,33.0,2.006,3.316,0.242,25.149377725900095,1.632699951,Yorkshire
Jordanthorpe,LOW ROAD T2,SKELTON GRANGE B SGT3,132.0,0.44,0.698,0.446,130.54813346808143,2.642883057,Yorkshire
Jordanthorpe,LOW ROAD T3,SKELTON GRANGE B SGT2,132.0,0.059,0.195,2.492,186.3340258782598,2.678,Yorkshire
Skelton Grange,MENS-RAWD-RODL-TEE2,RODLEY T2,33.0,7.9,16.23,0.0,21.09118268376622,5.529,Yorkshire
Skelton Grange,MILTON PLACE T1,WAKEFIELD NORTH T1,33.0,8.961,15.818,0.696,24.577800959402367,6.910600098,Yorkshire
Skelton Grange,RAWDON T1,RODLEY T1,33.0,1.703,3.283,0.005034,26,1.046,Yorkshire
Skelton Grange,RODLEY LANE T1,RODLEY T1,33.0,0.142000005,0.140000001,0.016000001,21.719917126913717,0.4296237183,Yorkshire
Skelton Grange,RODLEY T2,THORNBURY T2,33.0,8.019000053,14.61900043,0.108000003,15.775518755337332,5.067937988,Yorkshire
Skelton Grange,SKGB-STGA-TEE1,SKGB-SCAD-TEE,132.0,1.176,2.607,0.59364,114.54398400614498,11.64,Yorkshire
Skelton Grange,SKGB-STGA-TEE2,RODLEY T2,132.0,0.502475023,1.114400029,0.253724992,114.54398400614498,4.975,Yorkshire
Skelton Grange,SKGB-STGA-TEE2,SKELTON GRANGE B SGT4,132.0,1.9107811450958252,4.245918273925781,0.9580349922180176,114.54398400614498,19.267,Yorkshire
Skelton Grange,ROYDS LANE T1,WAKEFIELD NORTH T1,33.0,7.265114307,13.65005684,0.0,25.720954492397826,5.908399414000001,Yorkshire
Skelton Grange,SKEL-STOU-WAKE-TEE,STOURTON GT1,132.0,0.005,0.01,0.409,103.1124486761904,0.081,Yorkshire
Skelton Grange,SKELTON GRANGE B SGT3,LEEDS EAST T4 TEE,132.0,0.1,0.331,4.219,186.3340258782598,4.533399902,Yorkshire
Ferrybridge B,SLEDMERE GARTH T2,SELBY ROAD T2,33.0,3.502,3.123,1.19,28.86462670813534,4.38925293,Yorkshire
Skelton Grange,SPRING MILL STREET T1,STAYGATE T1,33.0,0.851,2.085,0.0,25.435166109148962,2.186700195,Yorkshire
Skelton Grange,ST ANDREWS ROAD T1,DALTON T1,33.0,1.204,2.227,0.0,39.43879688834333,2.109,Yorkshire
Skelton Grange,ST ANDREWS ROAD T1,EMERALD STREET T1,33.0,0.866,0.935,0.0,30.979460744176937,0.9343299561,Yorkshire
Skelton Grange,STAYGATE T2,DUDLEY HILL T2,33.0,1.127,1.413,0.0,27.435684791891013,1.946281982,Yorkshire
Skelton Grange,STOURTON T1,LOW ROAD T1,33.0,4.256,2.267,0.604,19.433610060922803,2.4994125979999997,Yorkshire
Skelton Grange,SWINNOW MOOR T1,RODLEY T1,33.0,1.108646512,2.751406431,0.0,47.89813303250973,2.887100098,Yorkshire
Skelton Grange,TONG STREET T1,STAYGATE T1,33.0,3.745,6.629,0.0,21.09118268376622,3.862,Yorkshire
Skelton Grange,TONG STREET T2,STAYGATE T2,33.0,3.672,6.388,0.0,20.576763593918262,3.806,Yorkshire
Skelton Grange,VARLEY STREET T1,RODLEY T1,33.0,2.724,4.933,0.304,26.464004288844876,1.945314575,Yorkshire
Skelton Grange,WAKEFIELD NORTH T1,SKEL-STOU-WAKE-TEE,132.0,0.438,0.935,9.215,114.54398400614498,7.593700195,Yorkshire
Skelton Grange,WAKEFIELD NORTH T2,OUTWOOD T2,33.0,1.824000001,1.616999984,0.621999979,28.86462670813534,1.7024659420000001,Yorkshire
Skelton Grange,WHITE LEE T2,HECKMONDWIKE T2,33.0,1.202000022,1.784000039,0.294999987,28.578838324886473,1.805611572,Yorkshire
Skelton Grange,WHITEHALL ROAD T2,SWEET STREET T2,33.0,0.521,1.444,0.0,47.89813303250973,1.596969971,Yorkshire
Skelton Grange,WIBSEY T2,STAYGATE T2,33.0,3.255,2.859,0.659,21.719917126913717,3.1816274410000003,Yorkshire
Creyke Beck,ALFRED GELDER STREET T1,HULL SOUTH T1,33.0,4.073575019836426,4.34895658493042,0.018026601523160934,21.491286420314626,5.899,Yorkshire
Creyke Beck,BEVE-ENDL-FIRA-TEE,BEVERLEY T2,33.0,4.049117088317871,7.744773864746094,0.0,23.14885904315804,2.581,Yorkshire
Creyke Beck,BEVERLEY T1,BEVE-FIRA-NORW-TEE,33.0,0.9997736811637878,2.133094549179077,0.0,28.635996001536245,0.7189000244140625,Yorkshire
Creyke Beck,BEVERLEY-DRIFFIELD-BURTON PIDSEA-TEE,BEVERLEY T3,66.0,0.966,2.157,0.0,53.15663928428884,2.909699951,Yorkshire
Creyke Beck,BEVE-SWOR-TEE,BEVERLEY T2,33.0,11.054801940917969,26.162385940551758,0.0,28.635996001536245,7.625,Yorkshire
Grimsby West,BRANSHOLME T1,SALTSHOUSE ROAD T1,33.0,1.7510000467300415,1.3760000467300415,0.0,24.577800959402367,1.80809716796875,Yorkshire
Grimsby West,BRANSHOLME T1,TIVERTON ROAD T1,33.0,2.1600000858306885,1.7170000076293945,0.6589999794960022,26.464004288844876,2.757760986328125,Yorkshire
Grimsby West,BRANSHOLME T1,WAWNE ROAD T1,33.0,4.79573917388916,9.887497901916504,0.0,25.435166109148962,3.889,Yorkshire
Grimsby West,BRANSHOLME T2,HOLDERNESS T2,33.0,5.866304874420166,10.66666316986084,0.0051748002879321575,23.26317439645759,4.625,Yorkshire
Grimsby West,BRANSHOLME T2,SALTSHOUSE ROAD T2,33.0,1.7699999809265137,1.3919999599456787,0.0,24.577800959402367,1.419780517578125,Yorkshire
Grimsby West,CREB-DRIF-BRAN-TEE1,BRANSHOLME T1,132.0,0.697064995765686,1.5575001239776611,0.349604994058609,114.54398400614498,7.169,Yorkshire
Creyke Beck,CREYKE BECK SGT1,HULL SOUTH T1,132.0,0.4223814010620117,0.500225305557251,34.20287322998047,112.94356905995134,8.18509033203125,Yorkshire
Creyke Beck,CREYKE BECK SGT2,HULL SOUTH T2,132.0,0.42370128631591797,0.50254887342453,34.28718185424805,113.17219976655043,8.21930078125,Yorkshire
Creyke Beck,CREYKE BECK SGT3,BEVERLEY T1,132.0,0.21458105742931366,0.48571935296058655,0.2991790771484375,130.54813346808143,2.3121298828125,Yorkshire
Creyke Beck,CREYKE BECK SGT4,BEVERLEY T2/T3,132.0,0.214850008487701,0.48660099506378174,0.310137003660202,125.74688862950049,2.324,Yorkshire
Creyke Beck,DRIFFIELD GTA,SEATON T1,66.0,6.100011825561523,14.411834716796875,0.130288004875183,57.27199200307249,16.969,Yorkshire
Creyke Beck,DRIFFIELD GTB,KIRKBURN T1,66.0,2.1998815536499023,5.824853897094727,0.21330398321151733,66.87448168023434,7.2785,Yorkshire
Creyke Beck,ELGAR ROAD T1,HESSLE ROAD T2,33.0,1.8349372148513794,2.787677526473999,0.0,28.86462670813534,2.551599853515625,Yorkshire
Creyke Beck,ENDIKE LANE T1,BEVERLEY T1,33.0,7.4982476234436035,13.588658332824707,0.0,28.29304994163761,6.441,Yorkshire
Creyke Beck,GIBL-HULW-SKIL-TEE,SKILLINGS LANE T2,33.0,3.724,6.46,0.009,29,4.0792384949,Yorkshire
Creyke Beck,GIBSON LANE T2,GIBL-HULW-SKIL-TEE,33.0,0.105,0.238,0.0,29,0.09,Yorkshire
Creyke Beck,HULL SOUTH T2,PLANGEO T2,33.0,0.8118075132369995,1.1100431680679321,0.0,28.86462670813534,1.143300048828125,Yorkshire
Creyke Beck,HULL WEST T1,ELGAR ROAD T1,33.0,2.8970000743865967,2.5829999446868896,0.0,28.86462670813534,3.511682861328125,Yorkshire
Creyke Beck,LISSETT WIND FARM,DRIFFIELD GTA,66.0,2.61005845665931,3.7120822817087173,2.8359557390213013,60,11.799744934082032,Yorkshire
Creyke Beck,MARTONGATE T1,BRETT STREET T1,66.0,0.6449159979820251,0.9109799861907959,0.6926340460777283,60.01556048226159,2.892,Yorkshire
Creyke Beck,NORWOOD T2,SPARK MILL LANE T2,33.0,1.8179999589920044,1.5720000267028809,0.4819999933242798,27.14989640864215,2.08175048828125,Yorkshire
Creyke Beck,ROSS FARM LSI,BEVE-FIRA-NORW-TEE,33.0,1.4404500722885132,3.4115400314331055,0.0,28.635996001536245,0.99,Yorkshire
Creyke Beck,SANCTON ROAD LSI,BEVE-HUSM-SOUT-TEE,33.0,0.45687001943588257,1.0820441246032715,0.0,28.635996001536245,0.314,Yorkshire
Creyke Beck,SCULCOATES A T1,SCULCOATES B1,132.0,0.012000000104308128,0.02800000086426735,1.5299999713897705,115,0.2609840393066406,Yorkshire
Creyke Beck,SCULCOATES A T2,SCULCOATES B2,132.0,0.012000000104308128,0.028999999165534973,1.590000033378601,115,0.27979067993164064,Yorkshire
Creyke Beck,SCULCOATES B1,CREYKE BECK SGT3,132.0,0.6955690383911133,1.5652539730072021,0.7397252321243286,130.54813346808143,7.603599609375,Yorkshire
